x,y,type
264.202,445.664,comb
409.421,435.135,comb
246.019,349.656,comb
319.52,352.764,comb
194.161,226.448,comb
178.878,338.794,comb
293.481,342.038,comb
184.267,272.369,comb
219.057,283.962,comb
150.001,251.014,comb
351.73,120.439,comb
142.785,323.814,comb
330.347,222.044,comb
160.768,327.194,comb
234.476,162.804,comb
265.269,443.57,comb
296.787,442.739,comb
428.295,409.954,comb
436.936,352.513,comb
178.179,198.067,comb
129.127,301.908,comb
129.924,297.15,comb
311.4,194.652,comb
312.693,285.867,comb
156.089,243.743,comb
190.076,221.14,comb
459.716,122.281,comb
389.186,416.683,comb
147.425,467.346,comb
381.029,504.972,comb
194.212,277.853,comb
452.234,428.535,comb
277.151,452.46,comb
352.382,313.795,comb
342.494,187.1,comb
322.39,453.333,comb
87.5781,452.199,comb
329.85,487.869,comb
288.961,198.106,comb
302.613,287.915,comb
433.115,318.675,comb
209.938,156.609,comb
263.516,364.35,comb
465.967,294.21,comb
357.576,434.165,comb
162.439,419.973,comb
329.711,249.997,comb
287.539,326.744,comb
346.272,219.456,comb
230.226,338.028,comb
373.297,249.606,comb
276.508,212.985,comb
167.443,210.033,comb
243.323,159.018,comb
147.345,377.438,comb
251.958,474.822,comb
474.349,300.762,comb
234.472,481.251,comb
162.486,462.368,comb
489.747,482.009,comb
397.72,465.447,comb
442.822,230.536,comb
330.684,335.713,comb
158.158,146.395,comb
380.881,323.853,comb
320.568,380.332,comb
154.762,456.805,comb
237.927,499.137,comb
412.939,391.726,comb
322.685,309.891,comb
285.17,387.492,comb
129.696,221.103,comb
455.543,141.865,comb
292.94,344.471,comb
343.4,424.121,comb
397.473,191.419,comb
432.266,504.386,comb
154.287,406.607,comb
190.319,183.894,comb
427.476,400.182,comb
265.403,348.092,comb
439.834,154.427,comb
425.664,249.397,comb
468.549,96.7333,comb
393.017,274.693,comb
392.717,320.695,comb
189.5,214.42,comb
298.757,273.326,comb
218.017,212.188,comb
263.85,505.587,comb
261.689,395.714,comb
233.407,228.964,comb
515.438,241.815,comb
380.901,268.146,comb
474.734,394.234,comb
177.382,352.236,comb
200.938,200.861,comb
233.122,265.158,comb
315.774,243.079,comb
472.985,225.921,comb
311.303,367.465,comb
320.162,244.891,comb
140.573,183.619,comb
297.455,172.899,comb
336.28,197.665,comb
500.843,468.595,comb
477.685,133.063,comb
351.96,420.34,comb
450.298,343.977,comb
462.918,388.671,comb
459.339,377.864,comb
246.25,392.021,comb
379.097,393.801,comb
441.702,393.297,comb
425.193,459.907,comb
358.675,228.924,comb
134.949,327.421,comb
300.409,339.034,comb
402.855,291.129,comb
177.891,392.649,comb
183.232,315.965,comb
204.633,422.02,comb
182.657,330.583,comb
223.183,332.946,comb
208.825,425.323,comb
469.898,410.142,comb
258.265,473.908,comb
486.325,454.574,comb
415.012,301.991,comb
297.447,259.161,comb
208.316,424.021,comb
296.53,133.771,comb
291.187,455.1,comb
284.954,195.986,comb
491.952,245.574,comb
162.13,442.002,comb
275.022,395.403,comb
241.205,291.593,comb
257.394,364.358,comb
396.976,158.703,comb
418.634,318.828,comb
117.954,285.215,comb
370.982,372.164,comb
436.206,336.827,comb
181.95,422.501,comb
346.656,512.545,comb
163.787,408.305,comb
169.725,373.374,comb
376.467,160.122,comb
439.463,386.075,comb
459.639,484.877,comb
418.916,403.388,comb
237.691,381.841,comb
126.501,263.678,comb
366.33,152.829,comb
133.167,250.658,comb
458.989,261.273,comb
329.761,239.769,comb
190.556,181.503,comb
361.209,299.681,comb
426.297,458.391,comb
368.301,194.4,comb
135.02,168.189,comb
511.37,384.45,comb
458.251,244.692,comb
385.051,381.435,comb
324.394,480.034,comb
503.9,257.205,comb
217.364,402.162,comb
466.379,176.861,comb
441.191,322.517,comb
455.378,316.258,comb
213.907,178.84,comb
481.855,159.117,comb
351.13,321.282,comb
125.97,185.303,comb
383.815,255.048,comb
235.755,503.014,comb
455.647,356.67,comb
413.896,200.974,comb
203.254,430.046,comb
368.414,291.579,comb
390.796,473.774,comb
206.441,197.095,comb
372.942,348.881,comb
387.112,338.84,comb
380.181,317.694,comb
184.78,327.542,comb
166.768,188.911,comb
193.285,337.332,comb
259.497,193.496,comb
509.05,234.744,comb
349.014,492.293,comb
272.697,153.308,comb
368.563,288.674,comb
379.464,407.741,comb
475.165,296.853,comb
326.505,313.076,comb
397.756,383.721,comb
331.744,472.696,comb
332.029,408.853,comb
419.832,204.942,comb
409.578,93.7389,comb
368.374,429.981,comb
504.87,329.521,comb
455.815,110.594,comb
364.936,481.645,comb
376.846,187.359,comb
210.74,264.818,comb
133.651,462.045,comb
368.881,197.512,comb
170.432,342.595,comb
350.954,291.16,comb
420.354,118.114,comb
422.254,195.456,comb
134.264,316.301,comb
427.607,287.003,comb
169.163,328.751,comb
275.96,365.607,comb
188.778,133.15,comb
352.016,434.552,comb
384.845,428.01,comb
296.928,387.995,comb
462.74,472.001,comb
475.056,326.338,comb
386.939,341.548,comb
408.577,384.771,comb
309.255,451.077,comb
413.318,325.009,comb
139.085,149.636,comb
216.624,130.598,comb
359.045,438.179,comb
283.035,291.687,comb
377.819,227.233,comb
139.262,148.94,comb
452.878,311.628,comb
245.741,504.456,comb
409.313,343.083,comb
353.637,252.652,comb
430.365,363.112,comb
347.309,320.716,comb
246.52,298.83,comb
367.207,429.738,comb
402.408,203.725,comb
457.774,520.702,comb
249.552,137.94,comb
315.2,436.895,comb
239.795,422.661,comb
505.646,352.315,comb
396.074,132.158,comb
337.178,233.408,comb
189.222,257.106,comb
195.731,188.731,comb
134.409,320.943,comb
144.11,425.702,comb
499.156,434.405,comb
372.996,387.457,comb
280.761,182.31,comb
199.42,274.9,comb
328.773,246.161,comb
201.876,399.617,comb
236.617,380.641,comb
142.243,428.947,comb
459.555,380.796,comb
213.982,238.501,comb
453.367,145.696,comb
394.636,504.446,comb
412.289,396.824,comb
263.445,180.879,comb
326.178,129.586,comb
257.374,191.186,comb
316.592,357.616,comb
502.184,537.486,comb
191.193,457.297,comb
177.221,432.985,comb
153.4,394.838,comb
447.217,397.539,comb
356.277,166.585,comb
140.5,116.451,comb
182.104,147.098,comb
323.023,338.449,comb
355.689,141.439,comb
311.104,443.633,comb
223.247,310.406,comb
185.318,243.48,comb
234.031,343.951,comb
243.639,244.719,comb
431.991,99.9956,comb
115.033,131.125,comb
314.759,418.097,comb
104.461,229.356,comb
264.584,384.054,comb
470.528,152.078,comb
320.615,429.732,comb
281.321,256.111,comb
458.866,435.896,comb
324.73,439.993,comb
448.084,403.094,comb
231.258,377.504,comb
368.246,439.047,comb
171.62,446.137,comb
217.96,176.873,comb
297.272,328.07,comb
194.423,268.134,comb
97.0692,344.745,comb
161.911,289.928,comb
155.806,409.245,comb
197.607,201.648,comb
390.474,294.177,comb
506.569,241.644,comb
390.262,457.818,comb
126.619,252.068,comb
533.885,472.438,comb
528.749,156.239,comb
284.604,430.216,comb
354.33,287.452,comb
335.49,391.009,comb
165.46,513.802,comb
204.058,347.748,comb
160.442,292.584,comb
291.304,198.811,comb
122.517,466.173,comb
362.777,404.373,comb
390.206,448.196,comb
281.915,378.009,comb
241.137,353.917,comb
181.565,329.63,comb
209.322,397.873,comb
275.126,454.795,comb
207.781,116.42,comb
411.993,336.192,comb
178.763,114.07,comb
404.777,489.588,comb
405.267,339.464,comb
334.536,515.302,comb
435.706,396.336,comb
495.034,474.193,comb
370.186,122.358,comb
303.645,465.175,comb
296.481,212.769,comb
219.617,116.735,comb
310.826,172.211,comb
189.704,485.361,comb
379.72,291.353,comb
206.153,231.03,comb
185.453,387.123,comb
400.962,192.15,comb
477.971,192.279,comb
183.941,490.642,comb
324.207,118.295,comb
366.489,441.011,comb
224.611,384.044,comb
291.614,180.646,comb
313.77,364.839,comb
157.77,330.261,comb
433.615,111.559,comb
274.641,341.226,comb
139.297,369.603,comb
460.354,185.41,comb
287.505,410.148,comb
222.624,270.685,comb
349.497,178.517,comb
434.373,213.803,comb
412.434,468.735,comb
146.567,379.626,comb
184.031,413.646,comb
238.627,151.606,comb
238.623,200.954,comb
362.591,126.492,comb
389.021,489.588,comb
451.483,391.267,comb
133.564,430.682,comb
358.879,156.542,comb
156.324,282.282,comb
108.461,403.914,comb
520.996,415.52,comb
374.487,201.436,comb
286.635,404.217,comb
389.691,440.961,comb
481.719,187.349,comb
295.23,252.139,comb
256.205,417.046,comb
400.976,291.184,comb
364.01,219.921,comb
473.265,289.517,comb
251.663,141.241,comb
484.69,349.188,comb
376.386,266.826,comb
101.552,367.284,comb
400.678,134.997,comb
279.316,438.462,comb
342.629,277.109,comb
271.217,149.621,comb
419.777,470.881,comb
278.483,132.427,comb
395.1,160.216,comb
254.196,146.27,comb
485.383,153.214,comb
473.326,417.167,comb
414.711,282.237,comb
235.438,237.749,comb
349.051,227.88,comb
171.53,419.94,comb
485.449,491.076,comb
243.498,500.822,comb
472.5,388.326,comb
482.714,149.992,comb
176.714,181.792,comb
119.049,253.426,comb
233.154,122.019,comb
214.6,433.13,comb
460.968,390.649,comb
402.679,207.256,comb
167.562,337.139,comb
257.511,298.379,comb
201.328,462.792,comb
510.899,361.486,comb
306.202,340.426,comb
338.766,404.171,comb
373.896,195.993,comb
407.252,273.16,comb
296.076,443.047,comb
176.099,397.017,comb
178.239,361.205,comb
142.576,383.64,comb
371.192,420.816,comb
311.597,479.084,comb
325.183,136.291,comb
232.506,400.02,comb
430.524,209.837,comb
345.25,482.473,comb
310.709,391.68,comb
292.9,326.674,comb
452.193,454.656,comb
231.175,315.539,comb
140.528,352.728,comb
374.91,270.225,comb
191.28,322.491,comb
381.84,137.925,comb
433.859,490.335,comb
488.9,421.497,comb
488.816,127.766,comb
507.328,509.027,comb
411.008,355.439,comb
126.362,92.1023,comb
135.315,230.33,comb
353.952,454.121,comb
277.029,248.825,comb
425.833,390.826,comb
153.936,138.951,comb
345.912,450.292,comb
94.7233,337.51,comb
301.151,120.987,comb
327.933,386.402,comb
200.35,227.608,comb
199.535,341.614,comb
338.204,399.086,comb
211.532,206.064,comb
266.965,365.313,comb
399.064,311.419,comb
402.796,363.491,comb
426.626,216.067,comb
464.796,303.782,comb
397.578,282.523,comb
257.998,293.755,comb
272.684,475.674,comb
279.794,453.998,comb
257.288,327.797,comb
331.429,470.93,comb
105.082,437.596,comb
166.303,403.8,comb
407.788,205.189,comb
182.62,103.894,comb
307.939,358.869,comb
307.341,343.778,comb
185.627,428.787,comb
417.727,156.201,comb
412.327,178.323,comb
198.098,157.181,comb
465.401,369.621,comb
320.284,250.968,comb
310.528,197.297,comb
439.053,355.672,comb
444.291,133.056,comb
356.299,512.755,comb
257.537,146.462,comb
434.381,487.937,comb
465.843,274.01,comb
416.632,350.362,comb
425.819,286.012,comb
339.781,392.4,comb
141.182,260.766,comb
143.816,337.044,comb
349.949,220.361,comb
287.655,338.273,comb
213.696,419.017,comb
319.903,198.04,comb
402.628,282.596,comb
396.381,414.286,comb
258.113,200.542,comb
387.374,200.499,comb
322.877,157.82,comb
402.53,154.492,comb
216.346,355.252,comb
318.821,297.693,comb
314.84,432.147,comb
255.454,381.606,comb
401.481,196.352,comb
244.274,256.766,comb
473.139,345.366,comb
262.188,491.487,comb
401.437,520.972,comb
370.228,163.305,comb
441.544,427.071,comb
398.336,301.932,comb
312.93,131.429,comb
294.794,103.93,comb
141.503,335.728,comb
502.502,120.405,comb
431.758,251.911,comb
332.472,153.754,comb
246.947,254.27,comb
407.023,383.58,comb
169.354,303.544,comb
276.346,450.072,comb
214.188,189.117,comb
183.029,447.592,comb
489.367,175.552,comb
337.472,467.18,comb
162.716,362.067,comb
251.918,205.029,comb
302.872,429.871,comb
468.076,117.86,comb
279.353,343.479,comb
314.12,160.756,comb
460.595,206.092,comb
299.958,170.341,comb
242.743,393.007,comb
262.451,161.99,comb
149.691,249.358,comb
255.126,163.914,comb
359.971,341.356,comb
320.665,395.592,comb
407.776,423.988,comb
277.473,273.266,comb
391.835,300.961,comb
380.119,337.421,comb
247.823,418.313,comb
304.523,192.786,comb
193.477,134.741,comb
318.407,264.995,comb
439.108,253.104,comb
215.243,163.106,comb
331.881,135.456,comb
384.784,299.254,comb
488.153,230.996,comb
352.719,237.914,comb
459.861,160.081,comb
527.668,271.707,comb
423.939,230.204,comb
366.322,217.872,comb
269.542,334.154,comb
183.977,109.394,comb
318.197,177.474,comb
167.813,319.51,comb
311.105,144.853,comb
84.5603,463.809,comb
448.318,292.321,comb
252.76,281.56,comb
434.536,146.346,comb
341.754,423.23,comb
384.293,149.856,comb
459.071,294.737,comb
267.067,171.449,comb
213.2,443.134,comb
524.511,399.906,comb
274.731,306.423,comb
196.882,400.666,comb
255.976,240.647,comb
470.446,253.932,comb
494.172,258.444,comb
460.974,384.758,comb
352.251,251.146,comb
240.435,355.384,comb
434.048,264.812,comb
443.478,440.084,comb
453.376,238.165,comb
309.056,286.733,comb
273.495,443.568,comb
386.015,360.585,comb
122.395,132.607,comb
263.37,375.991,comb
152.314,207.145,comb
210.047,257.028,comb
340.485,130.947,comb
188.299,335.407,comb
126.652,416.455,comb
428.533,349.018,comb
184.036,297.535,comb
407.664,237.159,comb
187.741,206.258,comb
328.467,122.213,comb
473.382,344.793,comb
461.749,508.152,comb
353.241,429.142,comb
276.677,316.548,comb
372.996,228.863,comb
147.712,197.252,comb
352.767,500.826,comb
268.17,501.766,comb
222.229,235.237,comb
196.015,178.985,comb
276.629,370.589,comb
313.841,453.352,comb
223.994,340.106,comb
267.733,378.636,comb
293.155,417.579,comb
204.871,237.939,comb
502.212,464.5,comb
275.117,119.183,comb
194.645,315.506,comb
241.532,488.883,comb
386.458,334.801,comb
287.716,333.197,comb
481.979,301.279,comb
119.113,457.96,comb
481.206,159.958,comb
469.374,461.987,comb
211.751,454.058,comb
437.118,444.156,comb
146.084,154.952,comb
367.22,226.12,comb
215.374,165.872,comb
274.392,259.964,comb
148.295,381.769,comb
511.441,351.752,comb
349.701,255.728,comb
190.272,186.724,comb
183.152,339.732,comb
408.831,407.377,comb
323.944,199.719,comb
177.244,446.46,comb
395.945,270.942,comb
279.088,477.277,comb
262.163,226.36,comb
435.323,286.443,comb
335.028,253.732,comb
166.588,230.324,comb
205.269,222.614,comb
451.687,341.872,comb
241.444,334.449,comb
407.878,330.799,comb
486.155,220.139,comb
228.292,170.347,comb
231.541,470.869,comb
402.521,324.224,comb
395.598,168.724,comb
266.78,216.018,comb
363.431,446.966,comb
474.701,263.73,comb
437.061,280.753,comb
175.865,491.446,comb
269.477,472.832,comb
462.61,170.437,comb
322.334,360.124,comb
409.801,208.002,comb
313.732,192.419,comb
356.803,467.247,comb
128.747,426.322,comb
414.274,496.052,comb
463.375,397.098,comb
185.172,288.391,comb
200.207,438.794,comb
455.51,241.359,comb
284.304,238.624,comb
463.501,378.639,comb
339.954,221.17,comb
401.792,385.459,comb
327.07,275.486,comb
125.367,183.616,comb
243.844,262.623,comb
497.688,354.375,comb
396.585,456.972,comb
428.266,423.971,comb
134.966,500.775,comb
313.679,247.919,comb
161.408,440.856,comb
291.096,220.309,comb
395.336,424.467,comb
373.024,392.291,comb
185.855,330.314,comb
345.064,361.296,comb
443.134,307.392,comb
151.338,372.915,comb
375.862,467.521,comb
431.026,402.451,comb
233.585,421.221,comb
409.025,451.875,comb
222.135,417.909,comb
392.929,339.239,comb
384.368,191.074,comb
482.94,353.26,comb
372.688,393.648,comb
257.619,193.108,comb
430.353,286.478,comb
437.01,400.219,comb
437.451,285.299,comb
267.304,373.623,comb
316.113,285.198,comb
301.865,316.164,comb
226.783,181.766,comb
377.708,470.515,comb
386.126,508.206,comb
461.826,197.404,comb
473.51,303.646,comb
466.257,151.798,comb
206.691,172.834,comb
472.248,402.466,comb
324.656,487.739,comb
254.408,199.22,comb
100.052,203.55,comb
368.601,343.152,comb
485.278,368.547,comb
316.304,378.926,comb
138.024,463.823,comb
340.6,190.127,comb
431.136,200.661,comb
296.211,482.823,comb
302.93,333.05,comb
296.949,286.027,comb
420.793,485.412,comb
512.377,252.809,comb
444.015,176.661,comb
246.996,407.877,comb
500.684,509.517,comb
129.183,460.044,comb
189.317,196.553,comb
275.274,245.345,comb
387.994,477.547,comb
258.594,410.399,comb
487.995,169.13,comb
138.538,436.316,comb
481.331,469.998,comb
340.18,293.54,comb
281.463,155.838,comb
352.048,165.074,comb
220.575,158.367,comb
364.164,468.023,comb
170.646,433.166,comb
245.399,447.219,comb
190.051,351.083,comb
127.882,368.808,comb
360.727,124.892,comb
337.341,443.976,comb
134.135,388.661,comb
313.063,169.534,comb
164.863,473.803,comb
453.383,362.173,comb
244.988,248.486,comb
191.578,260.269,comb
476.734,145.327,comb
309.696,437.367,comb
104.856,354.119,comb
156.139,188.443,comb
189.03,331.646,comb
262.494,478.286,comb
359.29,414.628,comb
291.119,144.113,comb
429.261,268.119,comb
255.049,385.472,comb
344.463,443.184,comb
232.728,463.94,comb
348.429,164.861,comb
187.737,437.709,comb
307.825,420.683,comb
379.818,456.481,comb
206.779,442.544,comb
190.777,411.32,comb
211.926,283.593,comb
258.962,263.028,comb
243.949,447.298,comb
357.437,270.011,comb
288.781,467.774,comb
405.258,354.436,comb
243.323,282.375,comb
471.223,365.848,comb
352.104,135.806,comb
153.486,323.657,comb
182.705,464.864,comb
193.351,311.978,comb
333.169,281.019,comb
436.038,397.661,comb
205.571,427.821,comb
420.283,261.758,comb
369.745,298.416,comb
457.468,359.563,comb
375.213,147.397,comb
174.194,227.079,comb
391.789,193.793,comb
452.973,195.992,comb
211.116,394.327,comb
313.282,228.276,comb
216.155,408.69,comb
257.735,331.732,comb
302.367,165.11,comb
383.484,270.302,comb
363.362,173.773,comb
181.774,412.793,comb
380.814,142.086,comb
379.075,215.217,comb
392.14,349.378,comb
320.986,437.491,comb
226.285,440.068,comb
226.139,422.032,comb
172.074,508.548,comb
365.407,192.955,comb
425.752,141.024,comb
344.589,149.046,comb
397.718,278.471,comb
390.087,299.289,comb
248.259,444.445,comb
305.926,224.957,comb
427.095,285.164,comb
189.043,209.147,comb
180.865,412.888,comb
363.364,190.124,comb
350.31,224.759,comb
398.035,377.608,comb
466.061,345.148,comb
159.152,282.453,comb
331.048,218.834,comb
219.472,330.242,comb
469.026,163.443,comb
391.704,248.008,comb
221.702,315.887,comb
298.216,412.046,comb
459.633,452.099,comb
412.814,360.167,comb
97.1082,113.389,comb
244.798,275.299,comb
284.584,189.694,comb
360.976,510.592,comb
198.348,314.498,comb
362.443,194.658,comb
434.757,125.72,comb
260.21,315.606,comb
368.301,334.67,comb
294.782,195.506,comb
255.332,243.371,comb
478.819,244.826,comb
367.717,463.112,comb
240.309,367.676,comb
207.357,267.094,comb
395.143,211.173,comb
458.66,135.142,comb
134.571,328.19,comb
338.37,139.167,comb
324.715,449.316,comb
283.026,392.573,comb
138.981,414.984,comb
280.455,306.847,comb
457.895,138.402,comb
139.505,276.407,comb
281.83,330.114,comb
468.773,222.261,comb
116.881,237.734,comb
347.721,396.254,comb
180.959,486.668,comb
433.368,216.123,comb
357.551,396.756,comb
400.977,156.752,comb
266.373,294.35,comb
444.348,371.416,comb
555.839,374.317,comb
161.375,299.949,comb
318.821,269.168,comb
392.695,447.086,comb
377.031,444.115,comb
386.642,351.881,comb
328.053,389.621,comb
459.608,215.81,comb
197.719,315.816,comb
450.318,188.67,comb
521.658,407.485,comb
164.773,147.216,comb
109.299,419.555,comb
149.863,199.078,comb
178.494,301.823,comb
319.824,182.763,comb
90.5972,183.009,comb
448.097,145.304,comb
380.779,235.593,comb
242.666,187.865,comb
332.49,395.201,comb
426.734,313.2,comb
493.97,306.087,comb
472.316,160.281,comb
235.008,321.229,comb
326.916,461.607,comb
160.447,484.015,comb
211.235,216.588,comb
284.1,190.247,comb
404.391,167.309,comb
418.653,408.67,comb
479.038,426.909,comb
346.44,167.687,comb
168.95,319.612,comb
357.473,261.207,comb
138.951,462.889,comb
238.487,196.317,comb
484.575,402.276,comb
186.328,181.869,comb
281.079,434.026,comb
357.021,469.042,comb
306.67,325.65,comb
281.63,270.565,comb
343.276,454.349,comb
198.173,395.377,comb
414.306,439.822,comb
179.689,401.593,comb
328.134,173.229,comb
311.688,346.89,comb
423.672,237.211,comb
322.579,222.52,comb
333.059,239.814,comb
268.489,308.527,comb
164.809,387.934,comb
348.307,279.345,comb
344.76,347.165,comb
360.04,347.749,comb
431.507,441.447,comb
263.795,167.607,comb
352.908,149.005,comb
447.864,240.441,comb
212.191,253.75,comb
202.489,496.662,comb
228.485,185.731,comb
190.048,256.567,comb
211.516,288.766,comb
186.366,165.099,comb
364.926,281.24,comb
351.301,209.59,comb
311.671,319.014,comb
412.09,358.855,comb
469.031,285.758,comb
312.257,295.091,comb
415.429,123.222,comb
270.848,431.939,comb
205.038,481.93,comb
437.07,402.137,comb
437.264,347.515,comb
282.316,170.426,comb
499.011,195.412,comb
396.811,433.775,comb
452.961,150.819,comb
182.768,429.419,comb
422.685,328.848,comb
283.264,263.769,comb
330.529,141.172,comb
316.933,202.041,comb
479.282,217.046,comb
245.112,77.5573,comb
395.75,134.995,comb
344.651,432.523,comb
471.082,449.79,comb
523.886,332.99,comb
342.237,89.3644,comb
127.844,469.308,comb
379.385,125.065,comb
344.67,148.607,comb
533.211,229.039,comb
319.502,480.198,comb
432.321,345.633,comb
467.639,457.41,comb
413.335,310.92,comb
171.938,487.516,comb
415.71,354.445,comb
397.807,103.086,comb
214.236,510.287,comb
150.482,454.624,comb
388.083,368.929,comb
394.388,241.441,comb
319.067,394.356,comb
235.529,213.436,comb
195.828,407.158,comb
268.785,478.899,comb
273.896,242.059,comb
175.753,276.383,comb
260.14,396.096,comb
406.48,214.285,comb
225.883,269.136,comb
485.83,428.316,comb
236.182,465.369,comb
225.017,339.405,comb
469.97,387.092,comb
516.379,491.514,comb
187.042,327.192,comb
331.628,295.34,comb
385.639,446.917,comb
220.534,462.663,comb
242.63,494.529,comb
340.078,464.23,comb
325.96,190.831,comb
419.444,468.02,comb
201.854,171.033,comb
230.341,324.226,comb
114.872,400.693,comb
255.625,159.683,comb
474.133,385.941,comb
240.839,161.106,comb
135.11,302.893,comb
352.3,187.26,comb
279.854,486.333,comb
244.53,444.619,comb
495.884,119.137,comb
408.037,504.038,comb
462.18,279.785,comb
285.744,325.9,comb
357.593,250.79,comb
143.352,406.068,comb
401.228,141.206,comb
261.807,481.165,comb
250.923,316.839,comb
320.48,171.31,comb
461.253,218.742,comb
286.895,205.469,comb
323.002,451.18,comb
134.399,138.22,comb
300.195,283.848,comb
386.047,392.731,comb
448.181,473.231,comb
323.377,342.807,comb
233.289,406.465,comb
496.993,281.517,comb
410.073,183.853,comb
347.626,238.899,comb
354.554,468.823,comb
134.796,383.312,comb
153.603,214.554,comb
244.048,313.7,comb
389.316,507.34,comb
236.079,401.738,comb
478.516,505.089,comb
372.323,242.351,comb
256.693,125.232,comb
160.762,407.415,comb
273.639,472.672,comb
466.651,269.649,comb
450.661,135.145,comb
272.373,446.61,comb
414.609,208.276,comb
302.393,351.091,comb
385.932,99.52,comb
401.383,312.347,comb
273.626,229.072,comb
148.336,224.159,comb
317.763,392.941,comb
292.341,130.905,comb
360.751,369.272,comb
222.002,338.33,comb
335.481,185.233,comb
200.491,319.549,comb
233.958,374.631,comb
267.562,371.741,comb
258.78,476.542,comb
442.524,287.415,comb
363.772,450.873,comb
444.387,419.33,comb
309.171,288.477,comb
439.969,410.515,comb
304.943,309.814,comb
233.053,334.367,comb
140.856,313.552,comb
350.291,411.177,comb
473.153,88.947,comb
431.159,373.001,comb
382.084,171.544,comb
223.17,268.42,comb
334.06,379.53,comb
438.975,273.973,comb
226.939,434.844,comb
340.622,189.319,comb
289.789,350.159,comb
146.831,465.163,comb
109.075,433.703,comb
388.52,237.413,comb
452.048,232.67,comb
129.115,388.953,comb
141.981,498.233,comb
200.643,464.46,comb
280.723,286.687,comb
136.688,153.404,comb
384.21,354.001,comb
287.529,191.147,comb
216.633,460.641,comb
234.067,407.273,comb
239.973,306.595,comb
453.567,299.088,comb
148.087,257.642,comb
403.779,199.213,comb
492.522,286.771,comb
261.271,168.856,comb
346.346,272.698,comb
495.388,246.995,comb
474.63,168.34,comb
500.928,344.572,comb
469.968,445.783,comb
420.022,212.324,comb
422.747,403.291,comb
295.317,319.491,comb
216.602,344.772,comb
323.823,133.724,comb
132.17,169.634,comb
332.471,249.559,comb
468.766,152.331,comb
236.921,346.491,comb
199.981,146.662,comb
363.88,252.425,comb
380.389,346.16,comb
411.858,417.996,comb
470.846,235.514,comb
277.349,472.46,comb
161.61,186.563,comb
139.894,202.406,comb
423.163,485.142,comb
143.399,492.767,comb
267.416,505.95,comb
212.011,429.838,comb
406.664,183.202,comb
315.479,156.376,comb
311.677,448.454,comb
285.07,468.188,comb
326.514,343.044,comb
255.167,504.322,comb
217.797,155.273,comb
348.953,249.089,comb
316.607,406.549,comb
214.069,481.018,comb
143.91,483.549,comb
220.199,468.618,comb
113.729,225.763,comb
486.591,441.995,comb
415.64,411.822,comb
199.649,345.251,comb
402.681,215.886,comb
479.38,167.84,comb
299.806,111.49,comb
472.293,444.384,comb
328.194,389.984,comb
158.333,243.937,comb
147.272,207.159,comb
431.477,227.254,comb
429.305,430.625,comb
372.859,174.003,comb
414.197,393.533,comb
308.085,324.418,comb
154.558,360.913,comb
160.436,439.295,comb
356.962,462.073,comb
358.147,479.738,comb
295.933,284.337,comb
500.811,350.448,comb
470.735,345.598,comb
106.965,295.253,comb
171.588,394.549,comb
234.825,342.058,comb
219.485,254.299,comb
229.889,342.309,comb
245.782,471.838,comb
286.619,365.353,comb
466.015,165.509,comb
321.235,320.701,comb
168.446,472.093,comb
155.589,264.156,comb
453.096,279.813,comb
363.542,307.895,comb
171.323,325.734,comb
403.841,193.851,comb
414.701,208.1,comb
427.019,344.735,comb
162.446,434.92,comb
302.821,228.221,comb
307.704,384.584,comb
406.902,351.697,comb
237.801,401.319,comb
282.698,383.363,comb
158.03,328.116,comb
247.522,455.848,comb
453.834,242.644,comb
369.777,342.008,comb
269.633,449.87,comb
450.577,276.877,comb
362.414,270.287,comb
323.358,457.384,comb
336.642,137.17,comb
399.503,335.584,comb
236.5,431.017,comb
324.947,360.918,comb
375.031,459.982,comb
456.518,280.37,comb
358.791,414.493,comb
320.043,416.169,comb
330.142,203.423,comb
114.816,203.529,comb
258.487,368.262,comb
390.257,386.723,comb
470.57,424.935,comb
174.683,398.318,comb
142.084,416.994,comb
373.372,486.08,comb
450.636,202.47,comb
149.733,294.908,comb
469.918,180.258,comb
426.445,195.407,comb
301.128,257.976,comb
287.132,426.295,comb
434.7,493.455,comb
277.909,425.045,comb
367.796,434.706,comb
175.648,451.86,comb
154.894,373.673,comb
174.84,387.308,comb
400.806,403.852,comb
416.194,220.564,comb
341.44,127.737,comb
333.546,204.451,comb
413.19,358.279,comb
276.053,474.344,comb
424.257,461.711,comb
450.452,251.417,comb
302.268,258.591,comb
189.561,332.353,comb
477.341,366.335,comb
405.538,417.592,comb
215.252,233.162,comb
510.78,456.708,comb
310.151,527.416,comb
160.993,317.269,comb
461.138,399.28,comb
277.816,380.636,comb
238.181,501.388,comb
314.233,190.252,comb
307.708,108.035,comb
461.551,470.322,comb
408.658,410.852,comb
468.127,186.117,comb
114.322,351.309,comb
185.916,198.655,comb
405.616,364.763,comb
451.668,288.49,comb
334.252,204.558,comb
177.141,324.928,comb
388.504,391.891,comb
258.86,435.461,comb
265.014,355.854,comb
229.686,401.076,comb
208.807,194.412,comb
264.821,338.001,comb
142.099,407.136,comb
411.286,498.97,comb
509.045,158.832,comb
412.901,245.529,comb
276.25,258.425,comb
205.726,167.337,comb
356.289,260.626,comb
320.889,437.033,comb
494.032,140.738,comb
467.734,360.166,comb
308.058,277.617,comb
463.013,498.041,comb
339.862,400.38,comb
